entry_time,exit_time,direction,entry_fill,exit_fill,result,pnl,capital,risk_pct
2025-06-22 03:20:00+00:00,2025-06-22 14:20:00+00:00,short,102207.77,100173.63,TP,2.0169,103.3563,1.0
2025-06-22 19:00:00+00:00,2025-06-22 22:05:00+00:00,short,99217.72,100219.92,SL,-1.044,102.3123,1.0
2025-06-23 05:05:00+00:00,2025-06-23 16:25:00+00:00,long,101327.86,100304.55,SL,-1.0333,101.2791,1.0
2025-06-23 20:15:00+00:00,2025-06-23 22:20:00+00:00,long,103654.25,105716.77,TP,2.0153,103.2943,1.0
2025-06-24 01:50:00+00:00,2025-06-25 13:15:00+00:00,long,105318.53,107414.16,TP,2.0553,105.3497,1.0
2025-06-25 20:50:00+00:00,2025-06-26 15:30:00+00:00,long,107847.66,106758.51,SL,-1.0639,104.2858,1.0
2025-06-26 16:15:00+00:00,2025-06-29 10:15:00+00:00,short,107094.48,108176.24,SL,-1.0534,103.2324,1.0
2025-06-29 11:50:00+00:00,2025-06-29 17:35:00+00:00,long,108435.84,107340.75,SL,-1.0425,102.1898,1.0
2025-06-29 19:20:00+00:00,2025-06-30 00:20:00+00:00,short,107515.64,108601.65,SL,-1.0322,101.1576,1.0
2025-06-30 10:05:00+00:00,2025-07-02 15:50:00+00:00,short,107463.19,108548.68,SL,-1.0218,100.1358,1.0
2025-07-02 18:50:00+00:00,2025-07-04 13:40:00+00:00,long,109466.4,108360.89,SL,-1.0113,99.1245,1.0
2025-07-04 16:10:00+00:00,2025-07-06 13:30:00+00:00,short,107437.24,108522.46,SL,-1.0013,98.1233,1.0
2025-07-06 17:30:00+00:00,2025-07-07 18:20:00+00:00,long,108934.45,107834.32,SL,-0.9909,97.1323,1.0
2025-07-08 02:45:00+00:00,2025-07-08 10:30:00+00:00,short,107556.09,108642.52,SL,-0.9811,96.1512,1.0
2025-07-08 12:55:00+00:00,2025-07-09 19:40:00+00:00,long,108960.08,111128.17,TP,1.9132,98.0644,1.0
